Fonte,Texto,Label
critica_da_razao_pura.pdf,- ANALÍTICA TRANSC ENDENTAL........ 37 LIVRO PRIMEIRO - DA ANALÍTICA TRANSCENDENTAL.......................................................................... 38 ANALÍTICA DOS CONCEITOS ........................................................................................................................................... 38,0
critica_da_razao_pura.pdf,CAPITULO 1 - ORIENTAÇÃO PARA A DESCOBERTA DE TODOS OS CONCEITOS PUROS DO ENTENDIMENTO.............................................................................................................................................................. 38 PRIMEIRA S EÇÃO - ORIENTAÇÃO TRANSCENDENTAL PARA A DESCOBERTA DE TODOS OS CONCEITOS DO ENTENDIMENTO .....................................................,0
critica_da_razao_pura.pdf,................................................................................................................................................... 39 Do uso lógico do entendimento em geral................................................................................................................. 39 SEGUNDA SEÇÃO - DA FUNÇÃO LÓGICA DO ENTENDIMENTO NO JUÍZO ....................................,0
critica_da_razao_pura.pdf,ÍZO ............................................................... 40 TERCEIRA SEÇÃO - DOS CONCEITOS PUROS DO ENTENDIMENTO OU CATEGORIAS ........................................... 42 CAPITULO II - DEDUÇÃO DOS CONCEITOS PUROS DO ENTENDIMENTO ........................................ 49 PRIMEIRA SEÇÃO - DOS PRINCÍPIOS DE UMA DEDUÇÃO TRANSCENDEN TAL EM GERAL ................................... 49 Pa,0
critica_da_razao_pura.pdf,.................................. 49 Passagem à dedução transcendental das categorias............................................................................................. 52 DEDUÇÃO TRANSCENDENTAL DOS CONCEITOS PUROS INTELECTUAIS ............................................................... 54 A possibilidade de uma síntese em geral.......................................................,0
critica_da_razao_pura.pdf,................................................................................................... 54 Da unidade primitivamente sintética da apercepção ............................................................................................. 54 O princípio da unidade sintética da apercepção é o princípio supremo de todo uso do entendimento ........ 56 Natureza da unidade objetiva da própria c,0
critica_da_razao_pura.pdf,atureza da unidade objetiva da própria consciência........................................................................................... 57 A forma lógica de todos os juízos consiste na unidade objetiva da apercepção dos conceitos que neles se contêm ................................................................................................................................................,0
critica_da_razao_pura.pdf,..................................................................... 58 Todas as intuições sensíveis são submetidas às categorias como as únicas condições sob as quais o que existe nelas de diverso pode reunir-se à consciência una..................................................................................... 59 A categoria não tem outro escopo que o conhecimento das coisas na sua aplicação ,0
critica_da_razao_pura.pdf,onhecimento das coisas na sua aplicação aos objetivos da experiência ..................................................................................................................................................................... 60 Aplicação das categorias aos objetos dos sentidos em geral............................................................................... 61 Dedução transcendenta,0
critica_da_razao_pura.pdf,............... 61 Dedução transcendental do uso experimental geralmente possível dos conceitos puros do entendimento . 64 Resultado desta dedução dos conceitos do entendimento ..................................................................................... 66 Resumo Desta Dedução..................................................................................................................,0
critica_da_razao_pura.pdf,..................................................................... 67 LIVRO SEGUNDO - ANALÍTICA DOS PRINCÍPIOS .......................................................................................... 68 INTRODUÇÃO - DO JUÍZO TRANSCENDENT AL EM GERAL......................................................................................... 68 CAPÍTULO 1 - DO ESQUEMATISMO DOS CONCEITOS PUROS DO E,0
critica_da_razao_pura.pdf,DO ESQUEMATISMO DOS CONCEITOS PUROS DO ENTENDIMENTO ................... 71 CAPITULO II - SISTEMA DE TODOS OS PRINCÍPIOS DO ENTENDIMENTO PURO ......................... 76 PRIMEIRA SEÇÃO -DO PRIN CÍPIO SUPREMO DE TOD OS OS JUÍZOS ANALÍTICOS................................................. 77 SEGUNDA SEÇÃO - DO PRINCÍPIO SUPREMO DE TODOS OS JUÍZOS S INTÉTICOS .........................................,0
critica_da_razao_pura.pdf,................................................. 78 TERCEIRA S EÇÃO - REPRESENTAÇÃO SISTEMÁTICA DE TODOS OS PRINCÍPIOS SINTÉTICOS DO ENTENDIMENTO PURO...................................................................................................................................................... 80 I — Axiomas da Intuição........................................................................,0
critica_da_razao_pura.pdf,............................................................................................................ 82 II — Antecipações da Percepção............................................................................................................................... 84 III — Analogias da Experiência.................................................................................................,0
critica_da_razao_pura.pdf,........................................................................ 88 IV — Postulados do Pensamento Empírico em Geral..........................................................................................106 NOTAS .................................................................................................................................................................................,0
critica_da_razao_pura.pdf,........................................117,0
critica_da_razao_pura.pdf,"INTRODUÇÃO I — Da Distinção Entre o Conhecimento Puro e o Empírico Não se pode duvidar de que todos os nossos conhecimentos começam com a experiência, porque, com efeito, como haveria de exercitar-se a faculdade de se conhecer, se não fosse pelos objetos que, excitando os nossos sentidos, de uma parte, produzem por si mesmos representações, e de outra parte, impulsionam a nossa inteligência a comp",0
critica_da_razao_pura.pdf," impulsionam a nossa inteligência a compará-los entre si, a reuni-los ou separá-los, e deste modo à elaboração da matéria informe das impressões sensíveis para esse conhecimento das coisas que se denomina experiência? No tempo, pois, nenhum conhecimento precede a experiência, todos começam por ela. Mas se é verdade que os conhecimentos derivam da experiência, alguns há, no entanto, que não têm ess",0
critica_da_razao_pura.pdf,", alguns há, no entanto, que não têm essa origem exclusiva, pois poderemos admitir que o nosso conhecimento empírico seja um composto daquilo que recebemos das impressões e daquilo que a nossa faculdade cognoscitiva lhe adiciona (estimulada somente pelas impressões dos sentidos); aditamento que propria mente não distinguimos senão mediante uma longa prática que nos habilite a separar esses dois el",0
critica_da_razao_pura.pdf,"que nos habilite a separar esses dois elementos. Surge desse modo uma questão que não se pode resolver à primeira vista: será possível um conhecimento independente da experiência e das impressões dos sentidos? Tais conhecimentos são denominados “a prio ri”, e distintos dos empíricos, cuja origem e a posteriori”, isto é, da experiência. Aquela expressão, no entanto, não abrange todo o significado d",0
critica_da_razao_pura.pdf,"ntanto, não abrange todo o significado da questão proposta, porquanto há conhecimentos que derivam indiretamente da experiência, isto é, de uma regra geral obtida pela experiência, e que no entanto não podem ser ta chados de conhecimentos “a priori”. Assim, se alguém escava os alicerces de uma casa, “a priori” poderá esperar que ela desabe, sem precisar observar a experiência da sua queda, pois, p",0
critica_da_razao_pura.pdf,"rvar a experiência da sua queda, pois, praticamente, já sabe que todo corpo abandonado no ar sem sustentação cai ao impulso da gravidade. Assim esse conhecimento é nitida mente empírico. Consideraremos, portanto, conhecimento “a priori”, todo aquele que seja adquirido independentemente de qualquer experiência. A ele se opõem os opostos aos empíricos, isto é, àqueles que só o são “a posteriori”, qu",0
critica_da_razao_pura.pdf," àqueles que só o são “a posteriori”, quer dizer, por meio da experiência. Entenderemos, pois, daqui por diante, por conhecimento “a priori”, todos aqueles que são absolutamente independentes da experiência; eles são opostos aos empíricos, isto é, àqueles que só são possíveis me diante a experiência. Os conhecimentos “a priori” ainda podem dividir-se em puros e impuros. Denomina-se conhecimento “a",0
critica_da_razao_pura.pdf,s e impuros. Denomina-se conhecimento “a priori” puro ao que carece comple tamente de qualquer empirismo.,0
critica_da_razao_pura.pdf,"Assim, p. ex., “toda mudança tem uma causa”, é um princípio “a priori”, mas impuro, porque o conceito de mudança só pode formar-se extraído da experiência. II — Achamo-nos de Posse de Certos Co nhecimentos “A Priori” e o Próprio Senso Comum não os Dispensa Trata-se agora de descobrir o sinal pelo qual o conhecimento empírico se distingue do puro. A experiência nos mostra que uma coisa é desta ou d",0
critica_da_razao_pura.pdf,"ia nos mostra que uma coisa é desta ou daquela maneira, silenciando sobre a possibilidade de ser diferente. Digamos, pois, primeiro: se encontramos uma proposição que tem que ser pensada com caráter de necessidade, tal proposição é um juízo “a priori"". Se, além disso, não é derivada e só se concebe como valendo por si mesma como necessária, será então absolutamente “a priori”. Segundo: a experiênc",0
critica_da_razao_pura.pdf,"tamente “a priori”. Segundo: a experiência não fornece nunca juízos com uma universalidade verdadeira e rigorosa, mas apenas com uma generalidade suposta e relativa (por indução), o que. propriamente quer dizer que não se observou até agora uma exceção a determinadas leis. Um juízo, pois, pensado com rigorosa universalidade, quer dizer, que não admite exceção alguma , não se deriva da experiência ",0
critica_da_razao_pura.pdf,"o alguma , não se deriva da experiência e sem valor absoluto “a priori”. Portanto, a universalidade empírica nada mais é do que uma extensão arbitrária de validade, pois se passa de uma validade que corresponde à maior parte dos casos, ao que corresponde a todos eles, como p. ex. nesta proposição: “Todos os corpos são pesados.” Pelo contrário, quando uma rigorosa universalidade é essencial em um j",0
critica_da_razao_pura.pdf,"orosa universalidade é essencial em um juízo, esta universalidade indica uma fonte especial de conhecimento, quer dizer, uma faculdade de conhecer “a priori”. A necessidade e a precisa universalidade são os caracteres evidentes de um conhecimento “a prio ri”, e estão indissoluvelmente unidos. Mas como na prática é mais fácil mostrar a limitação empírica de um conhecimento do que a contingência nos",0
critica_da_razao_pura.pdf,"m conhecimento do que a contingência nos juízos, e como também é mais evidente a uni versalidade ilimitada do que a necessidade absolu ta, convém servir-se separadamente desses dois critérios, pois cada um é por si mesmo infalivel. Ora, é fácil demonstrar que no conhecimento humano existem realmente juízos de um valor necessário, e na mais rigorosa significação universal; por conseguinte, juízos p",0
critica_da_razao_pura.pdf,"ção universal; por conseguinte, juízos puros, “a priori”. Se se quer um exemplo da própria ciência, basta reparar em todas as proposições da Matemática. Se se quer outro tomado do bom senso, pode bastar a proposição de que cada mudança tem uma causa. Neste último exemplo, o conceito de causa contém de tal modo o de necessidade de enlace com um efeito e a rigorosa generalidade da lei, que desaparec",0
critica_da_razao_pura.pdf,"orosa generalidade da lei, que desapareceria por completo se, como o fez Hume, quiséssemos derivá-lo da freqüente associação do que segue com o que precede e do hábito (e por isso de uma necessidade simplesmente subjetiva) de ligar certas representações. Também se poderia, sem recorrer a esses exemplos, para provar a existência de princípios “a priori” em nosso conhecimento, demonstrar que são ind",0
critica_da_razao_pura.pdf,"sso conhecimento, demonstrar que são indispensáveis para a possibilidade da mesma experiência, sendo portanto uma demonstração “a priori"".",0
critica_da_razao_pura.pdf,"Porque, onde basearia a experiência a sua certeza se todas as regras que empregasse fossem sempre empíricas e contingentes? Assim, os que possuem esse caráter dificilmente são aceitos como primeiros princípios. Basta -nos haver manifestado aqui o uso puro de nossa faculdade de conhecer de um modo efe tivo e os caracteres que lhe são próprios. Não é só nos juízos, pois também nos concei tos encontr",0
critica_da_razao_pura.pdf,"ízos, pois também nos concei tos encontramos uma origem “apriorística” de al guns. Realmente, subtrai do vosso conceito empírico de um corpo tudo quanto possui de empírico: a cor, a dureza, a moleza, o peso, e a própria impenetrabilidade, e ficará o espaço que (ora vazio) ele ocupava e que não pode ser suprimido. Quando separais de alguns conceitos empíricos de um objeto, corpóreo ou não, todas as",0
critica_da_razao_pura.pdf," de um objeto, corpóreo ou não, todas as propriedades que a experiência ministra, não podeis no entanto privá-lo daquela, mediante a qual é pensada como substância, ou aderente a uma substância (se bem que esse conceito de substância contenha mais determinações que o de um objeto em geral). Deveis, pois, reconhecer que a necessidade com que este conceito se impõe dá-se em virtude da sua existência",0
critica_da_razao_pura.pdf,"impõe dá-se em virtude da sua existência, “a priori” na vossa faculdade de conhecer. III — A Filosofia Necessita de Uma Ciência que Determine a Possibilidade, os Princípios e a Extensão de Todos os Conheci mentos “A Priori” Há uma coisa ainda mais importante que o que precede: certos conhecimentos p or meio de conceitos, cujos objetos correspondentes não podem ser fornecidos pela experiência, eman",0
critica_da_razao_pura.pdf,"em ser fornecidos pela experiência, emancipam-se dela e parece que estendem o círculo de nossos juízos além dos seus limites. Precisamente nesses conhecimentos, que transcendem ao mundo sensível, aos quais a experiência não pode servir de guia nem de retificação, consistem as investigações de nossa razão, investigações que por sua importância nos parecem superiores, e por seu fim muito mais sublim",0
critica_da_razao_pura.pdf,"eriores, e por seu fim muito mais sublimes a tudo quanto a experiência pode apreender no mundo dos fenômenos; investigações tão importantes que, abandoná-las por incapacidade, revela pouco apreço ou indiferença, razão pela qual tudo intentamos para as fazer, ainda que incidindo em erro. Esses inevitáveis temas da razão pura são: Deus, liberdade e imortalidade. A ciência cujo fim e processos tendem",0
critica_da_razao_pura.pdf,"e. A ciência cujo fim e processos tendem à resolução dessas questões denomina-se Metafísica. Sua marcha, é, no princípio, dogmática; quer dizer, ela enceta confiadamente o seu trabalho sem ter provas na potência ou impotência de nossa razão para tão grande empresa. Parecia, no entanto, natural que, ao abandonar o terreno da experiência, não construíssem imediatamente um edificio com conhecimentos ",0
critica_da_razao_pura.pdf,"iatamente um edificio com conhecimentos adquiridos sem saber como, ou sobre o crédito de princípios cuja origem ignoramos. E sem have r assegurado, antes de tudo, mediante cuidadosas investigações, acerca da solidez do seu fundamento. Pelo menos, antes de o construir, deveriam ter apresentado estas questões: Como pode a inteligência chegar aos conhecimentos “a priori”? Que extensão, le gitimidade ",0
critica_da_razao_pura.pdf,"“a priori”? Que extensão, le gitimidade e valor podem ter?",0
critica_da_razao_pura.pdf,"Com efeito, nada seria mais natural, se esta palavra significa o que conveniente e racionalmente deve suceder; mas se por ela entendemos o que de ordinário se faz, nada é mais natural que dar ao olvido essas questões, pois desfrutando de certeza uma parte de nossos conhecimentos, a Matemática, concebe -se a fagueira esperança de que os demais cheguem ao mesmo ponto. Por outra parte, abandonando o ",0
critica_da_razao_pura.pdf,"o ponto. Por outra parte, abandonando o círculo da experiência, podem estar seguros de não ser contra -ditados por ela. O desejo de estender os nossos conhecimentos é tão grande que só detém seus passos quando tropeça em uma contradição claríssi ma; mas as ficções do pensamento, se estão arrumadas com certo cuidado, podem evitar tais tropeços, ainda que nunca deixem de ser ficções. As matemáticas ",0
critica_da_razao_pura.pdf,"a deixem de ser ficções. As matemáticas fornecem um brilhante exemplo do que poderíamos fazer independente mente da experiência, nos conhecimentos “a priori”. É verdade que não se ocupam senão de objetos e conhecimentos que podem ser representados pela intuição; mas esta circunstância facilmente se pode reparar, porque a intuição de que se trata pode dar-se “a priori” por si mesma, e por conseguin",0
critica_da_razao_pura.pdf,"“a priori” por si mesma, e por conseguinte, é apenas distinguível de um simples conceito puro. A propensão a estender os conhecimentos, imbuida com esta prova do poder da razão, não vê limites para o seu desenvolvimento. A pomba ligeira agitando o ar com seu livre vôo, cuja resis tência nota, poderia imaginar que o seu vôo seria mais fácil no vácuo. Assim, Platão, abandonando o mundo sensível que ",0
critica_da_razao_pura.pdf,"latão, abandonando o mundo sensível que encerra a inteligência em limites tão estreitos, lançou-se nas asas das idéias pelo espaço vazio do entendimento puro, sem advertir que com os seus esforços nada adiantava, faltando-lhe ponto de apoio onde manter-se e segurar-se para aplicar forças na esfera própria da inte ligência. Mas tal é geralmente a marcha da razão humana na especulação; termina o mai",0
critica_da_razao_pura.pdf,"zão humana na especulação; termina o mais breve possível a sua obra, e não procura, até muito tempo depois, indagar o fundamento em que repousa. Uma vez chegado a esse ponto, encontra toda sorte de pretextos para consolar-se dessa falta de solidez, ou, em último termo, repele voluntaria mente a perigosa e tardia prova. Mas o que nos livra de todo cuidado e receio durante a construção de nossa obra",0
critica_da_razao_pura.pdf,"eceio durante a construção de nossa obra, e ainda nos engana por sua aparente solidez, é que uma grande parte, quiçá a maior, do trabalho de nossa razão, consiste na análise de conceitos que já temos formados sobre os objetos. Isso nos dá uma infinidade de conhecimentos que, se bem sejam apenas esclarecimentos e explicações daquilo que foi pensado em nossos conceitos (ainda que de maneira confusa)",0
critica_da_razao_pura.pdf,"conceitos (ainda que de maneira confusa), estimam-se, todavia, como novas luzes (Einsicheter), pelo menos, quanto à sua forma, por mais que não aumentem a matéria nem o conteúdo de nossos conceitos, pois simplesmente os preparam e ordenam. Como esse procedimento dá um conhecimento real “a priori” que segue uma marcha segura e útil, enganada e iludida a razão, sem o notar, entra em afirmações de um",0
critica_da_razao_pura.pdf,", sem o notar, entra em afirmações de uma natureza completa mente distinta e totalmente estranha ao conceito dado “a priori” e sem que saiba como as conseguiu, nem se lhe ocorra fazer -se semelhante pergunta. Por isso, pois, tratarei desde o começo da dife rença que existe entre essas duas espécies de conhecimentos.",0
critica_da_razao_pura.pdf,"IV — Diferença Entre o Juízo Analítico e o Sintético Em todos os juízos em que se concebe a rela ção de um sujeito com um predicado (considerando só os juízos afirmativos, pois nos negativos é mais fácil fazer, depois, a aplicação), esta rela ção é possível de dois modos: ou o predicado B pertence ao sujeito A como algo nele contido (de um modo tácito), ou B é completamente estranho ao conceito A,",0
critica_da_razao_pura.pdf," é completamente estranho ao conceito A, se bem se ache enlaçado com ele. No primeiro caso chamo ao juízo analítico, no segundo, sintético. Os juízos analíticos (afirmativos) são, pois, aqueles em que o enlace do sujeito com o predicado se concebe por identidade; aqueles, ao contrário, cujo enlace é sem identidade, devem chamar -se juízos sintéticos. Poder-se-ia também denominar os primeiros de ju",0
critica_da_razao_pura.pdf,"e-ia também denominar os primeiros de juízos explicativos, e aos segundos, de juízos extensivos, pelo motivo de que aqueles nad a aditam ao sujeito pelo atributo, apenas decompondo o sujeito em conceitos parciais compreendidos e concebidos (ainda que tacitamente) no mesmo, enquanto que, pelo contrário, os últimos acrescentam ao conceito do sujeito um predicado que não era de modo algum pensado naq",0
critica_da_razao_pura.pdf,"do que não era de modo algum pensado naquele e que não se obteria por nenhuma decomposição. Quando digo p. ex.: “todos os corpos são extensos”, formulo um juízo analítico, porque não tenho que sair do conceito de corpo para achar unida a ele a extensão, e só tenho que decompô-lo, quer dizer, só necessito tornar-me cônscio da diversidade que pensamos sempre em dito conceito para encontrar o predica",0
critica_da_razao_pura.pdf,"m dito conceito para encontrar o predicado; é portanto um juízo analítico. Pelo contrário, quando digo: “todos os corpos são pesados”, já o predicado é algo comple tamente distinto do que em geral penso no simples conceito de corpo. A adição de tal atributo dá, pois, um juízo sintético. Os juízos da experiência, como tais, são todos sintéticos. Porque seria absurdo fundar um juízo analítico na exp",0
critica_da_razao_pura.pdf,"absurdo fundar um juízo analítico na experiência, pois para formá-lo não preciso sair do meu conceito e por conseguinte não me é necessário o testemunho da experiência. P. ex.: “um corpo é extenso” é uma proposição “a priori” e não um juízo da experiência porque antes de dirigir-me à experiência, tenho já em meu conceito todas as condições do juízo; só me resta, segundo o princípio de contradição,",0
critica_da_razao_pura.pdf,"sta, segundo o princípio de contradição, tirar o predicado do sujeito e ao mesmo tempo chegar a ter consciência da necessidade do juízo, necessidade que jamais a experiência poderá subministrar-me. Pelo contrário, embora eu não tire do conceito de corpo em geral o predicado pesado, indica, sem embargo, aquele conceito um objetivo da expe riência, uma parte da experiência total, à qual posso ainda ",0
critica_da_razao_pura.pdf,"a experiência total, à qual posso ainda aditar outra parte da mesma como pertencente a ela. Posso reconhecer antes, analiticamente, o conceito de corpo pelas propriedades da extensão, impenetrabilidade, forma etc., etc., as quais são todas pensadas neste conceito. Mas se amplio meu conhecimento e observo a experiência que me proporcionou o conceito de corpo, encontro enla çada constantemente com t",0
critica_da_razao_pura.pdf," encontro enla çada constantemente com todas as anteriores propriedades e de gravidade (o peso), que adito sinte ticamente, como predicado, àquele conceito.",0
critica_da_razao_pura.pdf,"V — Os Juízos Matemáticos São Todos Sintéticos Esta proposição parece ter escapado até hoje às indagaçõe s dos que analisam a razão humana, e quase estão opostas às suas conjeturas, apesar da sua incontrovertível certeza e da suma importância de suas conseqüências. Como se observa que os raciocínios dos mate máticos procediam todos dos princípios de contradição (exigido pela natureza de toda certe",0
critica_da_razao_pura.pdf,"ção (exigido pela natureza de toda certeza apodíti ca), acreditava -se também que os princípios tinham sido reconhecidos em virtude do mesmo processo: no que se enganaram, porque se indubitavelmente uma proposição sintética pode ser conhecida segundo o princípio de contradição, isto não é possível dentro de si mesma, senão supondo outra proposição sintética de que possa ser deduzida. Deve notar-se",0
critica_da_razao_pura.pdf,"de que possa ser deduzida. Deve notar-se, antes de tudo, que as proposições propriamente matemáticas são sempre juízos “a priori” e não juízos empíricos, porque implicam necessidade, que não se pode obter pela experiência. Mas, se não se quer conceder isto, limito minha proposição às matemáticas puras, cujo conceito traz consigo o não conter conhecimentos em píricos, mas tão-somente “a priori”. I ",0
critica_da_razao_pura.pdf," píricos, mas tão-somente “a priori”. I — Poder-se-ia em verdade crer, à primeira vista, que a proposição 7 + 5 = 12 é puramente analítica, resultante, segundo o princípio de contradição, do conceito de uma soma de sete e cinco. Mas se a considerarmos com mais atenção, acharemos que o conceito de soma de sete e cinco não contém mais do que a união dos dois números em um só, o que não faz pensar qu",0
critica_da_razao_pura.pdf,"úmeros em um só, o que não faz pensar qual seja esse número único que compreenda aos outros dois. O conceito de 12 não é de modo algum percebido só pelo pensamento da união de cinco e sete, e posso decompor todo meu conceito dessa soma tanto quanto quiser, sem que por isso encontre o número 12. É preciso, pois, ultrapassar esse conceito recorrendo-se à intuição correspondente a um dos dois números",0
critica_da_razao_pura.pdf,"ção correspondente a um dos dois números, quiçá aos 5 dedos da mão ou a cinco pontos (como faz Segner em sua Aritmética), e aditar sucessivamente ao conceito sete as cinco unidades dadas na intuição. Com efeito, tomo primeiramente o número sete, e auxiliando-me de meus dedos como intuição para o conceito de 5, acrescento sucessivamente ao número 7 as unidades que tive de reunir para formar o 5, e ",0
critica_da_razao_pura.pdf,"s que tive de reunir para formar o 5, e assim vejo surgir o número 12. Pela adição de sete e cinco tenho idéia desta soma 7 + 5, é verdade; mas não que esta seja igual ao número 12. A proposição aritmética é, pois, sempre sintética: o que se compreende ainda mais claramente se se tomam números maiores, pois então é evidente que, por mais que volvamos e coloquemos nosso conceito quanto quisermos, n",0
critica_da_razao_pura.pdf,"uemos nosso conceito quanto quisermos, nunca poderemos achar a soma mediante a simples decomposição de nossos conceitos e sem o auxilio da intuição. Tampouco é analítico um princípio qualquer de Geometria pura. É uma proposição sintética que a linha reta, entre dois pontos é a mais curta, porque meu conceito de reta não contém nada que seja quantida de, senão só qualidade.",0
critica_da_razao_pura.pdf,o só qualidade.,0
critica_da_razao_pura.pdf,"O conceito de mais curta é completamente aditado e não pode provir de modo algum da decomposição do conceito de linha reta. É preciso, pois, recorrer-se aqui à intuição, único modo para que seja possível a síntese. Algumas poucas proposições fundamentais, que os geômetras pressupõem, são realmente analíticas e se apóiam no princípio de contradição; mas também é verdade que só servem, como proposiç",0
critica_da_razao_pura.pdf,"m é verdade que só servem, como proposições idênticas, ao encadeamento do método e não como princípios, tais como, p. ex., a = a, o todo é igual a si mesmo: ou (a + b) < “a”, o todo é maior do que a parte. E, sem embargo, estes mesmos axiomas ainda que valham como simples conceitos, são admitidos nas matemáticas somente porque podem ser representados em intuição. A ambigüidade de expressão é que g",0
critica_da_razao_pura.pdf,"ição. A ambigüidade de expressão é que geralmente nos faz crer que o predicado de tais juízos apodíticos existe já em nossos conceitos, e que, conseguintemente, é analítico o juízo. A um conceito dado temos que aditar certo predicado, e esta necessidade pertence já aos conceitos. Mas a questão não é o que devemos aditar com o pensamento a um conceito dado, senão o que realmente pensamos nele, aind",0
critica_da_razao_pura.pdf,"enão o que realmente pensamos nele, ainda que de um modo obscuro. Vemos, pois, que o predicado se une necessariamente ao conceito, não como concebido nele, senão mediante uma intuição que a ele deve unir-se. II — A ciência da natureza (Física) contém como princípios, juízos sintéticos “a priori”. Só tomarei como exemplos estas duas proposições: em todas as mudanças do mundo corpóreo a quanfidade d",0
critica_da_razao_pura.pdf,"udanças do mundo corpóreo a quanfidade de matéria permanece sempre a mesma, ou, em todas as comunicações de movimento a ação e reação devem ser sempre iguais. Em ambos vemos, não só a necessidade e, por conseguinte, sua origem “a priori”, senão que são proposições sintéticas. Porque no conceito de matéria não penso em sua permanência, mas unicamente em sua presença no espaço que ocupa, e, portanto",0
critica_da_razao_pura.pdf,"resença no espaço que ocupa, e, portanto, vou além do conceito de matéria para atribuir-lhe algo “a priori” que não havia concebido nele. A proposição não é, pois, concebida analítica, senão sinteticamente ainda que “a priori”, e assim sucede com as restantes proposições da parte pura da Física. III — Também devem haver conhecimentos sintéticos “a priori” na Metafísica, ainda que só a considerarem",0
critica_da_razao_pura.pdf," Metafísica, ainda que só a consideraremos como uma ciência em ensaio; mas que, não obstante, torna indispensável a natureza da razão humana. A Metafísica não se ocupa unicamente em analisar os conceitos das coisas que nós formamos a priori”, e, por conseguinte, em explicações ana líticas, senão que por ela queremos estender nossos conhecimentos “a priori”, e para o efeito nos valemos de princí pi",0
